beni uðraþtýran turkcell ve apple bir tutam küfürü hakettiniz(bedeli ödendi);olumsuz
þuan çok sinirliyim aq þu turkcell þerefsizi internet paketimi bitirdikten sonra sosyal paketimden kullanmaya baþlayabildim abv;olumsuz
Digitürk ttnet turkcell 5 para etmezsiniz alayýnýzýn amk;olumsuz
Turkcell denen illet nedir bilirmisin internet paketim bitti benimle gelirmisin.;olumsuz
Turkcell internetin bitti diye mesaj atýp durma moralim bozuluyor pislik;olumsuz
8 sene bu turkcell in kahrýný nasýl çekmiþim amk yaa;olumsuz
Turkcell daha demin seni övdüm ama þimdi sövüyorum. Yaptýðým paket deðiþmiþ whywhyhwy. Abv turkcel;olumsuz
Turkcell yeter amk eski sevgilimden daha çok mesaj atýyosun;olumsuz
Turkcell'den kurtulmuþ biri olarak çok yanlýþ insaný arýyorsunuz #turkcell;olumsuz
turkcell yavaþ internette 1 numara;olumsuz
Allah belaný versin turkcell;olumsuz
Turkcell 3G'nin þu ara sýçtýðýný düþünüyorum..;olumsuz
Turkcell kadar boktan bi operatör görmedim;olumsuz
Turkcell fiyat olarak geçirmeyi çok iyi biliyorsun ama hala internet baðlantýn leþ;olumsuz
Ýnternet paketim dogum günümde bitiyormus ulan Turkcell yine yaptýn yapacagýný;olumsuz
Turkcell kadar kazýkçý bi hat yok;olumsuz
Turkcell den bi türlü kurtulamadýk abi;olumsuz
Turkcell Allah seni bildiði gibi yapsin kampanyalarinla ilgilenmiyorum sýrf bu yuzden de hattimi taþýyacam.zaten internetin de cekmiyor;olumsuz
Ben Turkcell kadar kazýkçýsýný görmedim;olumsuz
Ayýp ettin turkcell;olumsuz
Gözün çýksýn turkcell! O parayý sana netin çekmesin diye mi bayýldým;olumsuz
Turkcell reklamýndaki gençleri gördükçe gençliðimden utanýyorum lan;olumsuz
Ýnternet paketine söveyim turkcell;olumsuz
Avea çekmiyor, Vodafone da tarife yok, Turkcell kazýk. Pttcell mi olsam acep lan;olumsuz
96kbps hýzda internet mi olur turkcell allahsýz felan mýsýn;olumsuz
Turkcell sömüre sömüre bi þey býrakmadýn be bizde;olumsuz
Turkcell bile çekmiyor arkadaþ deli etti yada yoðunluk mu var neci;olumsuz
Turkcell itina ile 3 gecedir bana sýkýntý yaratýp duruyorsun yeminle canýmý sýkýyorsun he;olumsuz
RTE den bana bayram mesajý geldiði için turkcell i kýnýyorum. Çok pis kýnýyorum hem de;olumsuz
Turkcell çok yavþaksýn;olumsuz
Çok utanýyorum ama itiraf edeyim.o mesaj az önce bana da geldi. Turkcell i yarýn býrakýyorum;olumsuz
Turkcell sarý kutudan migros sanal market çeki almayýn, þifreyi yollamýyorlar, rezillik;olumsuz
Turkcell yedi sülalene sövdüm amk;olumsuz
Turkcell Allah bin belani versin;olumsuz
Sakin su Turkcell'in Winn'indan kullanmayin, hem her yerde iyi cekmiyor, hem de sozlesmeyi iptal ettirene kadar canim ciktý;olumsuz
Turkcell 11 ay boyunca kazýklýyor ramazanda da millet hattýný taþýmasýn diye böyle yapýyor;olumsuz
Turkcell den yine kazik yedik. Artik bu son idi. Vodafone a geciyorum ben;olumsuz
Turkcell ile yollarýmýzý ayýrdýk mutluyum;olumsuz
Turkcell'den nefret ediyorum;olumsuz
yýllardýr turkcell bizi kazýklýyodu sonunda avea dayanamadý bize kucak açtý;olumsuz
Þerefsiz turkcell, daha yeni getiriyorlar turkcell'e o kadar bekledim sony xperia z2 yi daha yeni geldi amk. Bu akþam iyi sövdüm size;olumsuz
off of ömrümü yedin turkcell;olumsuz
Turkcell ne þerefsizsin;olumsuz
Turkcell de ayrý bi þerefsiz yeminle;olumsuz
Allah belaný versin turkcell inþallah iflas edersiniz;olumsuz
Her yerde çekiyorsun fakat fena geçiriyorsun Turkcell;olumsuz
O deðil de bugün kerim turkcell den fena kazýk yedi;olumsuz
Turkcell turbo Ýnternet'e sakýn geçmeyin, çevirmeli aðý mumla ararsýnýz, berbat ötesi baðlantý hýzý var;olumsuz
Turkcell'deki bu net kopmasý beni deli ediyor. Havadandýr havadan;olumsuz
Kandil diye kilitlenirsin, deprem olur titrersin,gecirdin mi on numara geçirirsin,lan turkcell Allah belaný versin;olumsuz
Bu þerefsiz turkcell her seferinde internet paketimin bittiðini haber vermiyor ve bakiyemden yiyor. Bildiðin hýrsýzlýk amacý -8e düþürmek;olumsuz
Allahým konturumu yedi sms yapmadý oc turkcell;olumsuz
Turkcell avea vodafone reklamlarýndan irite oldum arkadaþ, biz size neden para veriyoruz? En ufak depremde hatlar kesilsin diye mi;olumsuz
Bu turkcell telefonlarýnýn baþýna buyruk tavýrlarý da ayrý bi sinir bozucu;olumsuz
Çok pahalýsýn be turkcell;olumsuz
7 yýllýk turkcellli hayat bitti. Allah belaný versin turkcell;olumsuz
Turkcell nefretimi kazandý bu sefer;olumsuz
Artýk vodafone'a gecmem lazim turkcell býktýrdýn beni;olumsuz
Evin bi yerinde internet çekmez, bi yerinde telefon zaten hiç çekmez. Baþlýycam Turkcell'den de onun çekim gücünden de;olumsuz
Hayat kazýklarla dolu.Bkz.Son turkcell faturam 70 lira.Kredi kartýmýn bloke ettiði rakam 100 lira.Sorunlarýn yarattýðý stres paha biçilemez;olumsuz
O deðilde Turkcell çok masraflý;olumsuz
Turkcell tam bir sömürge sirketi;olumsuz
Devlet dinlenme korkusu olmadan gizli bir toplantý yapmak isterse benim eve gelsin Turkcell bile çekmiyor..;olumsuz
Turkcell 3G bu saatte felaket yavaþ.. Hayrola? @turkcellhizmet @turkcell;olumsuz
Bugun de turkcell in bana attigi kaziklara agladim iste ama hayat devam ediyor;olumsuz
Onca zamandan sonra beni bu gece þair yaptýnýz ya helal. Tüm küfürlerim turkcell ve hayata;olumsuz
Turkcell bana mesaj atmasýn baska bý sey ýstemýyorum duygularýmla oynuyor serefsýz;olumsuz
Turkcell tamam sana uyuz olduðum doðru da hattýmý iptal etmeyeydin eyiydi.;olumsuz
Berbat reklam turkcell;olumsuz
Turkcell yedin bitirdin beni be askerde yapma hic olmazsa;olumsuz
627 tl turkcell faturasý yatýrdým yuh ki ne yuh;olumsuz
Odemeye her gittigim de sorunla karsilastigim bi turkcell ve odemeyi gerceklestiremedigim bi telefon faturam var;olumsuz
Kazýkla turkcell kazýklaaa. Yarýn ilk iþ numarayý taþýmýyomuyum;olumsuz
Turkcell kadar baþarýsýz bi internette görmedim;olumsuz
Yemin ediyorum Turkcell benden kestiði paralarla zengin oldu;olumsuz
Allahsýz turkcell bi oðrenciden 194 tl fatura parasi alinirmi lan Allahin yokmu senin. Ýcim yaniyo icim;olumsuz
Lan bu turkcell mal mi? Smsi 33kurusa atti;olumsuz
Nalet Turkcell Nalet;olumsuz
Sonunda turkcell eziyetinden kurtuluyorum allaaam;olumsuz
Turkcell reklamlarýndan dolayý operatörümden utanýyorum;olumsuz
Turkcell senin Allah belaný versin;olumsuz
Internet hýzýna sokayým Turkcell;olumsuz
Turkcell bizim tuvalette internetin cekmiyor;olumsuz
Turkcell senin aðzýna etsinler, sevgililerin ayrýlma sebebi olacaksýn;olumsuz
Turkcell'den hiç memnun deðilim iptal ettiresim var;olumsuz
Aklýn yolu birdir yavþak Turkcell'in ismi var diye aldanmayýn Avea on numara kýsa zaman sonra geçiyorum en azýndan abonelerini koparmiyo;olumsuz
sabriyide reklamda oynatttýn ya allah belaný versin turkcell;olumsuz
Sabri reyiz ile ilgili onlarca guzel reklam cekilebilirken turkcell gibi bi marka dunyanin en mal reklamini cekti;olumsuz
Sonunda kurtuldum turkcellden fakyu turkcell;olumsuz
Turkcell kadar boktan bir operatör olamaz !! Turkcell'e geçtiðim güne lanet olsun;olumsuz
TURKCELL ALLAH BELANÝ VERSÝN !!!! Evet versin yaa fatura odeniyor 1 hafta bitiyo ek paket var hala internet kisitlaniyor !!!!!! Bu ne yaa;olumsuz
Sen turkcellsin lan turkcell senin çekmeme gibi bi lüksün yok;olumsuz
Lanet olsun sana turkcell!!! 10 günde hem 500 mb netimi bitirip hemde iki katý fatura yollandýn bana.Allah sizin evinize ateþ düþürsün;olumsuz
Arkadaþlar turkcell 4 falan çekmiyo. Hiç çekmiyor hatta;olumsuz
Sömürdün bizi turkcell;olumsuz
Turkcell reklamlari saçma ötesi sadece çalýþanlarýyla duygu sömürüsü yapýyo;olumsuz
Yemin ederim býktým senden turkcell;olumsuz
Allah internet hýzýmý düþüren Turkcell'e ateþler salsýn;olumsuz
Gece gece turkcell 'e sövme keyfii;olumsuz
Turkcell mesajlarý geç iletiyorsa bu benim suçum mu;olumsuz
Turkcell'in duygu sömürülü bol aglamaklý reklamlarýndan sýkýlmadýk mý;olumsuz
Coca cola'yla Turkcell'in reklamlarý resmen insanlarý duygularýndan vurmak için var;olumsuz
Kýz Turkcell, Allah umutlarýný sinende býraksýn, ocaðýna ateþler salsýn e mi, böyle fatura olur mu laayynn;olumsuz
Turkcell kadar mal bir operatör tanýmýyorum ayar etti beni sabahtan beri;olumsuz
Allah bu kapitalist dünyanýn belasini versin. Turkcell,vodafone hepsi soyguncu. Hizmet SÝFÝR;olumsuz
Turkcell senin Allah belaný versin bok gibi internet paketi yapmýþsýn;olumsuz
Hayýr turkcell ben sana sövmekten býktým sen sövülmekten býkmadýn;olumsuz
Telefon nete o kada yavaþ baglanýyo ký atcagým twýtý unuttum allahýn yok mu lan turkcell;olumsuz
Bi film izleyecektim burnumdan getirdin Turkcell.;olumsuz
Turkcell reklamlari çok salak;olumsuz
yarýn gidiyim de Avea' ya geçiyim Turkcell' den hayýr yok artýk;olumsuz
Devlet bir turkcell iki hýrsýzlýkta yarýþýyorlar birbirleriyle;olumsuz
Bu turkcell kadar hýrsýz görmedim;olumsuz
Bu, Turkcell. Bugünde insanlarýn duygularýný sömüren saçma sapan bir reklam filmi yayýnladý;olumsuz
turkcell ne kadar sacma salak reklam yapmaa basladýý yaa;olumsuz
Turkcell yine yaptý yapacaðýný;olumsuz
turkcell lanet olsun cok kaziksin amk;olumsuz
Allah belani versin Turkcell;olumsuz
Sýrf dk sý 70 kuruþ diye sesli mesajýmý dinleyemiyorum. Kahrolsun fakirlik,kahrolsun turkcell;olumsuz
Hasstýrr ya internet paketim bitti whatsapp da kapandý. Lanet olsun bu hayat lanet olsun Turkcell;olumsuz
Turkcell maxiplus5 alacak veya düþünen varsa vazgeçsin çok berbat biþy taksiti var diye kýramoyrm yoksa duvara yapþtýrýcam;olumsuz
Turkcell saçma saçma mesajlarý atmayý kesermisin lütfen;olumsuz
Turkcell sanirim suan Yesilkoy'de bizim eve ugramiyor. Babam ve benim telefonumda servis yok diyor;olumsuz
Turkcell beni sesimden tanýr. Turkcell beni sesimden tanýr. Turkcell beni eeee allah belanizi versin ya;olumsuz
Bugünün bütün beddualarý turkcell internete gelsin , çýldýrttýn beni delirttin kafayý yedirttin;olumsuz
turkcell kadar para düþkünü ve dolandýrýcý bir operatör daha yok. yaþasýn avea;olumsuz
Turkcell reklamýnda yayvan yayvan konuþan bebeyi duyunca sinirleri tepesine çýkan bir ben miyim yaa;olumsuz
Turkcell lanet olsun sana ya;olumsuz
la bu turkcell caný sýkýldýkça paramý alýyor býktým la sizden;olumsuz
Turkcell , Vodafone, Avea boþuna reklam yapýyolar çünkü bizim köyde hiç biriside çekmiyor;olumsuz
Bu bodrumda neden turkcell interneti yavas avea bile daha iyi çekiyo yaziklar olsun turkcell;olumsuz
Su turkcell reklami ne kadar salakca lan anlamini bilmiyor yazilisini biliyor adam;olumsuz
Turkcell kadar kazýk bir hat daha yok;olumsuz
Turkcell kurumsal musteri temsilcisinin babamla imtihani, adam geldigine gelecegine pisman oldu;olumsuz
"Nefret ederek kullandýðým 3 þey; Babet çorabý, streç film, turkcell.";olumsuz
kazýk turkcell;olumsuz
Turkcell annen ölsün yaa;olumsuz
Ýnternetin yavaþlýðý gözlerimi dolduruyo turkcell;olumsuz
Bir ton para veriyorum adam gibi çekmiyor. Ya biraz daha verip turkcell keyfini süreceðim ya da avea'ya geçip daha az paraya rezil olacaðým!;olumsuz
Turkcell Allah belaný versin, bu gün gazete okuyamadým, sosyal aðlara giriþ iþkence oldu, zaten dengesizim biri ile uðraþýyorum;olumsuz
Turkcell kadar iðrenç bir operatör yok;olumsuz
Turkcell'in reklamlarý beni küçük çocuklardan soðutuyor;olumsuz
Turkcell kadar þerefsiz varmýya tl yüklendiðini internet paketinin yenilenmesinden anlýyorum tl yi görünce hemen alýyo;olumsuz
Turkcell bildiðin adam soyuyor yaa yok böyle biþey baþka bir operatöre geçmem an meselesi yeter sömürdükler;olumsuz
Turkcell çözüm getirmedin, bari müþteri hizmetlerinden para alma.;olumsuz
'Turkcell beni sesimden tanýr' derken kendimi dünyanýn en mal insanýymýþ gibi hissediyorum.;olumsuz
bu turkcell reklamlarýndaki insanlar gerçekten bu kadar gerizekalý mý acaba;olumsuz
Ah Turkcell ah, beni bu þapþal uygulamalarýnla hergün biraz daha Vodafone'un kollarýna ittiðini bilsen bunca duyarsýz olur muydun;olumsuz
80 tl cepfaturasi mi olur hani hayat paylasinca guzeldi. Allah belani versin turkcell;olumsuz
Turkcell gibi diðerleri de çaðrý merkezini arayýp da müþteri temsilcisi ile konuþtuðumuzda ücretlendiriyor mu,yoksa Turkcell usulü kazýk mý;olumsuz
ÞU TURKCELL REKLAMLARINI ÝZLEDÝKÇE GENÇLÝÐÝMDEN UTANIYORUM AQ;olumsuz
Turkcell'e bayýldýðým paralar haram olsun lan;olumsuz
Son gelen turkcell telefon faturasindan sonra vodafonea gecmek sart oldu. Brand loyaltyde bi yere kadar ama;olumsuz
Turkcell reklamlarindaki o kucuk kizi alip bogabilirim;olumsuz
Digiturk, ttnet ve turkcell iptallerine doðru yol alýyorum.. Deðiþim güzeldi;olumsuz
Þu turkcell ve freezone reklamlarý çýkýnca geçliðimden utandýðým doðrudur;olumsuz
Turkcell tarafindan kaziklanmam disinda, cok guzel bi gun;olumsuz
Bi de her yerden çekiyomuþ.Bak bak yalana bak.Odamdayým be Turkcell;olumsuz
her ay artan sms ve mms hakkimda haram olsun sana turkcell;olumsuz
Koskoca Silivri de telefon çekmiyor. Turkcell burayý teðet geçtiyse demek ki.;olumsuz
Vodafone'a geçtim, lanet olasý Turkcell'den kurtuldum;olumsuz
Þu turkcell kadar þerefsiz yok. Facebook paketi alýyorum 2 dk sonra paketin yok diyo birde utanmadan paramý alýyo;olumsuz
Turkcell kadar yüzsüzünü de görmedim. Cevap vermedikçe daha çok mesaj atýyor;olumsuz
Yine turkcell reklamýný izledim zarardayým hesap ortada kahrolsun turkcell #diren70milyon;olumsuz
Turkcell'ciðim, teknolojini ilerletecek çaðý mý buldun gülüm? Batýrdýn beni aptal gerizekalý;olumsuz
turkcell'e dava açalým mesajlar iletilmiyor bu ne rezalettir;olumsuz
Sosyal paketim olduðuna raðmen 1 krs, 10 krs alýp kontürlerimi yiyen #Turkcell Allah belaný versin, en kýsa zamanda Turkcelli býrakýcam;olumsuz
Turkcell paramý aldý paketi yapmadý þimdi saldýrýcam;olumsuz
Turkcell senden nefret ediyorum;olumsuz
Sirf bu yuzden vodofondayim turkcell pismanliktir;olumsuz
Allah belani versin turkcell beni gec sulalemde 25 yasina basan insan yok;olumsuz
Hergün turkcell mesaj atýyor diye hattý mý vodafone yaptýrdým salaklar farketmediler hala mesaj atýyorlar kontörleri gidiyor kafam yinezehir;olumsuz
Allah turkcell kere belani versin;olumsuz
Internet paketim olduðu halde neden paralarýmý yiyosun, zalimsin turkcell;olumsuz
Kotasýz internet istiyorum turkcell Allah belaný versin;olumsuz
Turkcell senin kadar serefsizini gormedim;olumsuz
Turkcell faturamý bir kabartýyor bir kabartýyor ayar oluyorum;olumsuz
Birde Turkcell'in çekim gücü vardý bok var;olumsuz
Vallahi yalan turkcell;olumsuz
o tl bu gecede gelmez ama faturaya yansýrsa seni yaktým turkcell;olumsuz
Turkcell cevizlibað ýn göbeðinde tercüman sitesinde çekmiyor;olumsuz
eski telefon faturamýn ödenmemiþ 200 lira borcu varmýþ :/ turkcell ciðerimi yedin doymadýnmý amk;olumsuz
Internet paketý yapýcaktým Turkcell 2 tl aldý lanet olsun yaa;olumsuz
Cahit Berkay'lý Turkcell reklamýndan iðreniyorum.Yok böyle iðrenç reklam ya resmen;olumsuz
Turkcell Cüzdan uygulamasý tam bir felaket. Korkunç yavaþ ve hatalý! Birde Nasýl reklamýný yapýyor @Turkcell bu uygulamanýn @turkcellcuzdan;olumsuz
Turkcell seni cok kotu parcalarim, kontorlerimi yemekten bikmadin amk;olumsuz
Sabah sabah turkcell 9 tane mesaj attii yuh be;olumsuz
Turkcell'in reklam ajansý gerçekten inanýlmaz kötü;olumsuz
Turkcell Style den sonra Harlem Shake .. Turkcell reklamlarýda baydý yani;olumsuz
Turkcell Harlem Shake reklaminda saygi cercevesinde danseden gencler sinir bozucu;olumsuz
Harlem shake midir nedir hic izlememistim gerzek turkcell reklamlari yuzunden 3 kere izledimve su an kendimden nefret ediyorum;olumsuz
Turkcell iþin foseptiðini çýkarmýþ artýk...þimdi de Harlem Shake versiyon reklam yapmýþlar lanet olsun;olumsuz
Turkcell in harlem Shake reklamýný da gördüm ya artýk beyinin bedava olduguna hakikaten inandým ne Salak sarki bu ya;olumsuz
turkcell bana hayatýmýn kazýðýný attý kontör yüklüyom anýnda bitiyor;olumsuz
@YSaltkalp bi sms için uðraþlarýmýz. Lanet olsun turkcell;olumsuz
Tl yükledim þerefsiz turkcell paramý aldý ben ne hayaller kurmuþtum halbuki sms yapýcaktým;olumsuz
Daglarda tepelerde vadilerde ceken Turkcell goztepe karsiyaka arasi denizde cekmiyor;olumsuz
reklamýn iyisi kötüsü olur arkadas!!asla turkcell almam alanada mani olurum!!! ceo'n ömrü boyunca rüyasýnda ahmedim nerdesin görsün insallah;olumsuz
Allah belaný versin Turkcell baþka biþey demiyorum;olumsuz
